item_description,shop_id,item_price,quantity_sold,shop_area_sq_ft,shop_profile,month
DRINK,23,290,2,617,default_value,12
MISSING,23,65,0,617,default_value,12
DRINK,23,70,2,617,default_value,12
DRINK,23,160,1,617,default_value,12
DRINK,23,290,1,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,160,2,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,120,2,617,default_value,10
DRINK,23,290,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,150,2,617,default_value,11
DRINK,23,270,2,617,default_value,11
DRINK,23,150,2,617,default_value,11
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,660,3,617,default_value,12
DRINK,23,100,2,617,default_value,10
WATER,23,70,2,617,default_value,10
DRINK,23,70,1,617,default_value,10
MISSING,23,130,2,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,70,2,617,default_value,11
DRINK,23,750,5,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,120,2,617,default_value,11
DRINK,23,70,1,617,default_value,11
DRINK,23,220,1,617,default_value,12
MISSING,23,70,2,617,default_value,12
MISSING,23,210,3,617,default_value,12
MILK,23,140,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,220,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,440,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,100,2,617,default_value,11
DRINK,23,100,0,617,default_value,11
DRINK,23,100,1,617,default_value,11
MISSING,23,70,1,617,default_value,11
DRINK,23,150,3,617,default_value,11
MILK,23,350,5,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,440,2,617,default_value,10
DRINK,23,220,1,617,default_value,11
DRINK,23,150,2,617,default_value,10
DRINK,23,160,1,617,default_value,10
DRINK,23,60,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,220,2,617,default_value,10
MISSING,23,210,4,617,default_value,11
DRINK,23,1200,9,617,default_value,11
DRINK,23,270,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,150,2,617,default_value,11
DRINK,23,150,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,100,0,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,100,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,160,1,617,default_value,12
DRINK,23,150,3,617,default_value,12
DRINK,23,150,2,617,default_value,12
DRINK,23,150,1,617,default_value,12
DRINK,23,120,3,617,default_value,12
DRINK,23,580,2,617,default_value,12
WATER,23,280,9,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,1,617,default_value,10
DRINK,23,100,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,150,2,617,default_value,10
DRINK,23,270,1,617,default_value,10
DRINK,23,70,2,617,default_value,11
DRINK,23,480,4,617,default_value,11
DRINK,23,290,1,617,default_value,11
DRINK,23,60,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,660,3,617,default_value,11
DRINK,23,80,1,617,default_value,12
DRINK,23,150,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,320,3,617,default_value,12
DRINK,23,220,1,617,default_value,10
DRINK,23,320,3,617,default_value,10
DRINK,23,140,3,617,default_value,10
MISSING,23,140,2,617,default_value,10
DRINK,23,440,3,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,270,1,617,default_value,11
WATER,23,1680,49,617,default_value,11
DRINK,23,160,2,617,default_value,11
DRINK,23,150,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,1100,5,617,default_value,11
DRINK,23,120,2,617,default_value,11
DRINK,23,290,3,617,default_value,12
DRINK,23,200,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,320,1,617,default_value,12
DRINK,23,160,2,617,default_value,12
DRINK,23,160,1,617,default_value,12
DRINK,23,160,1,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,60,2,617,default_value,10
DRINK,23,320,3,617,default_value,10
MISSING,23,195,4,617,default_value,11
MISSING,23,195,4,617,default_value,11
DRINK,23,320,3,617,default_value,11
MISSING,23,195,3,617,default_value,11
DRINK,23,880,5,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,660,3,617,default_value,11
DRINK,23,220,1,617,default_value,12
MISSING,23,140,3,617,default_value,12
MISSING,23,70,1,617,default_value,12
DRINK,23,100,2,617,default_value,12
DRINK,23,120,2,617,default_value,10
DRINK,23,480,3,617,default_value,10
DRINK,23,320,3,617,default_value,11
MISSING,23,70,1,617,default_value,11
DRINK,23,290,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,220,1,617,default_value,12
DRINK,23,220,2,617,default_value,12
MISSING,23,210,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,100,1,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,1,617,default_value,10
DRINK,23,160,2,617,default_value,10
DRINK,23,640,5,617,default_value,10
DRINK,23,220,2,617,default_value,10
MISSING,23,140,2,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,290,2,617,default_value,10
DRINK,23,440,3,617,default_value,10
DRINK,23,200,3,617,default_value,10
DRINK,23,70,1,617,default_value,10
DRINK,23,150,1,617,default_value,10
DRINK,23,100,0,617,default_value,10
DRINK,23,150,1,617,default_value,11
MISSING,23,140,3,617,default_value,11
DRINK,23,150,1,617,default_value,11
DRINK,23,320,4,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,1,617,default_value,12
DRINK,23,160,1,617,default_value,12
DRINK,23,300,2,617,default_value,12
DRINK,23,100,2,617,default_value,12
DRINK,23,100,1,617,default_value,12
DRINK,23,100,1,617,default_value,12
DRINK,23,100,2,617,default_value,12
DRINK,23,160,2,617,default_value,12
MISSING,23,390,6,617,default_value,10
DRINK,23,60,2,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,440,2,617,default_value,10
DRINK,23,660,3,617,default_value,10
MISSING,23,280,3,617,default_value,10
MISSING,23,70,1,617,default_value,10
DRINK,23,120,1,617,default_value,10
DRINK,23,60,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,150,1,617,default_value,11
DRINK,23,60,2,617,default_value,11
DRINK,23,70,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,290,1,617,default_value,11
MILK,23,70,2,617,default_value,11
MISSING,23,130,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,220,1,617,default_value,12
DRINK,23,220,2,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,660,4,617,default_value,10
DRINK,23,290,2,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,150,1,617,default_value,10
MISSING,23,65,1,617,default_value,11
MISSING,23,65,1,617,default_value,11
DRINK,23,70,1,617,default_value,11
MISSING,23,65,1,617,default_value,11
MISSING,23,130,3,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,440,3,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,2,617,default_value,12
DRINK,23,120,3,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,100,2,617,default_value,10
DRINK,23,100,1,617,default_value,10
DRINK,23,100,3,617,default_value,10
DRINK,23,160,2,617,default_value,10
DRINK,23,440,3,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,160,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,100,1,617,default_value,11
DRINK,23,580,2,617,default_value,11
DRINK,23,150,1,617,default_value,11
DRINK,23,220,1,617,default_value,11
MISSING,23,140,3,617,default_value,11
DRINK,23,70,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,440,2,617,default_value,10
DRINK,23,440,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,220,2,617,default_value,11
DRINK,23,160,2,617,default_value,11
WATER,23,70,2,617,default_value,11
DRINK,23,80,2,617,default_value,11
DRINK,23,320,2,617,default_value,11
DRINK,23,160,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,440,2,617,default_value,10
DRINK,23,880,4,617,default_value,10
DRINK,23,100,1,617,default_value,10
DRINK,23,100,2,617,default_value,10
DRINK,23,150,1,617,default_value,10
DRINK,23,540,2,617,default_value,10
DRINK,23,120,3,617,default_value,10
MISSING,23,70,1,617,default_value,10
MISSING,23,70,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,100,2,617,default_value,10
DRINK,23,100,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,220,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,160,1,617,default_value,11
MISSING,23,65,2,617,default_value,11
MISSING,23,70,2,617,default_value,11
DRINK,23,440,3,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,440,2,617,default_value,12
DRINK,23,70,2,617,default_value,12
DRINK,23,100,1,617,default_value,12
DRINK,23,100,2,617,default_value,12
DRINK,23,660,3,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,440,3,617,default_value,12
DRINK,23,220,2,617,default_value,10
DRINK,23,150,2,617,default_value,10
DRINK,23,70,1,617,default_value,10
DRINK,23,160,1,617,default_value,10
DRINK,23,220,2,617,default_value,11
DRINK,23,120,1,617,default_value,11
DRINK,23,100,2,617,default_value,11
DRINK,23,100,0,617,default_value,11
DRINK,23,100,1,617,default_value,11
DRINK,23,160,2,617,default_value,11
DRINK,23,160,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,320,2,617,default_value,11
MISSING,23,130,2,617,default_value,11
DRINK,23,220,0,617,default_value,12
DRINK,23,270,1,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
MISSING,23,140,2,617,default_value,12
WATER,23,70,1,617,default_value,12
DRINK,23,220,3,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,100,2,617,default_value,10
MISSING,23,140,2,617,default_value,10
MISSING,23,130,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,140,2,617,default_value,10
DRINK,23,240,2,617,default_value,10
DRINK,23,220,2,617,default_value,11
DRINK,23,60,2,617,default_value,11
DRINK,23,110,2,617,default_value,11
DRINK,23,580,3,617,default_value,11
WATER,23,210,3,617,default_value,11
DRINK,23,280,4,617,default_value,11
DRINK,23,1100,5,617,default_value,11
MISSING,23,195,4,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,290,1,617,default_value,11
DRINK,23,220,2,617,default_value,12
DRINK,23,70,2,617,default_value,12
DRINK,23,290,2,617,default_value,12
DRINK,23,110,1,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,60,1,617,default_value,12
DRINK,23,120,1,617,default_value,10
DRINK,23,150,2,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,2340,39,617,default_value,10
DRINK,23,1860,30,617,default_value,10
DRINK,23,220,1,617,default_value,11
DRINK,23,70,1,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,150,1,617,default_value,11
DRINK,23,660,4,617,default_value,11
MISSING,23,140,3,617,default_value,11
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,150,2,617,default_value,10
DRINK,23,150,1,617,default_value,10
DRINK,23,150,2,617,default_value,10
DRINK,23,120,3,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,110,2,617,default_value,12
DRINK,23,120,1,617,default_value,12
MISSING,23,130,2,617,default_value,10
MISSING,23,130,2,617,default_value,10
DRINK,23,440,2,617,default_value,10
DRINK,23,440,3,617,default_value,10
MISSING,23,130,2,617,default_value,11
MISSING,23,65,2,617,default_value,11
DRINK,23,480,3,617,default_value,11
DRINK,23,160,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
WATER,23,70,2,617,default_value,11
DRINK,23,110,1,617,default_value,11
DRINK,23,290,2,617,default_value,11
DRINK,23,160,2,617,default_value,11
MISSING,23,140,3,617,default_value,11
DRINK,23,440,2,617,default_value,11
DRINK,23,150,1,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,110,2,617,default_value,12
DRINK,23,160,3,617,default_value,12
DRINK,23,220,0,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,200,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,150,1,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,220,1,617,default_value,10
MISSING,23,65,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,160,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
MISSING,23,70,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,220,3,617,default_value,11
DRINK,23,660,3,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,1,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,10
MILK,23,140,3,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,160,1,617,default_value,10
DRINK,23,220,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,160,2,617,default_value,11
MISSING,23,70,1,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,80,2,617,default_value,12
DRINK,23,210,3,617,default_value,12
DRINK,23,150,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,660,4,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,290,2,617,default_value,12
DRINK,23,220,0,617,default_value,12
DRINK,23,290,2,617,default_value,10
MISSING,23,65,2,617,default_value,10
DRINK,23,290,1,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,440,3,617,default_value,10
MISSING,23,70,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,110,1,617,default_value,11
DRINK,23,400,6,617,default_value,11
DRINK,23,60,2,617,default_value,11
DRINK,23,480,3,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,660,4,617,default_value,11
DRINK,23,150,1,617,default_value,12
MISSING,23,65,1,617,default_value,12
DRINK,23,440,3,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,290,2,617,default_value,10
DRINK,23,270,2,617,default_value,10
DRINK,23,70,2,617,default_value,10
DRINK,23,290,1,617,default_value,11
DRINK,23,220,1,617,default_value,11
MISSING,23,70,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,10
DRINK,23,440,2,617,default_value,10
DRINK,23,150,1,617,default_value,10
DRINK,23,150,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,60,2,617,default_value,11
DRINK,23,320,2,617,default_value,11
MISSING,23,70,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,290,1,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,150,1,617,default_value,11
DRINK,23,60,1,617,default_value,11
DRINK,23,150,2,617,default_value,11
DRINK,23,220,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,160,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
MISSING,23,65,2,617,default_value,12
DRINK,23,100,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,220,3,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,320,3,617,default_value,10
MISSING,23,70,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,120,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
WATER,23,35,3,617,default_value,10
DRINK,23,160,1,617,default_value,11
MISSING,23,210,3,617,default_value,11
WATER,23,70,1,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,220,1,617,default_value,11
MISSING,23,70,1,617,default_value,12
DRINK,23,220,3,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,120,4,617,default_value,12
WATER,23,70,1,617,default_value,12
DRINK,23,220,1,617,default_value,12
MISSING,23,140,3,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,220,3,617,default_value,12
DRINK,23,100,1,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
MISSING,23,65,1,617,default_value,10
DRINK,23,220,1,617,default_value,11
DRINK,23,160,1,617,default_value,11
MISSING,23,130,3,617,default_value,11
DRINK,23,290,1,617,default_value,11
DRINK,23,220,1,617,default_value,11
DRINK,23,60,1,617,default_value,11
DRINK,23,240,4,617,default_value,11
DRINK,23,80,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,220,2,617,default_value,11
MISSING,23,195,3,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,290,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,150,2,617,default_value,12
WATER,23,35,2,617,default_value,12
DRINK,23,220,1,617,default_value,12
DRINK,23,290,2,617,default_value,10
WATER,23,70,3,617,default_value,10
DRINK,23,140,2,617,default_value,10
DRINK,23,1450,5,617,default_value,11
WATER,23,70,1,617,default_value,11
DRINK,23,320,3,617,default_value,11
DRINK,23,70,1,617,default_value,11
DRINK,23,220,2,617,default_value,11
DRINK,23,660,4,617,default_value,11
MISSING,23,140,3,617,default_value,11
DRINK,23,220,1,617,default_value,12
DRINK,23,220,0,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,220,2,617,default_value,10
DRINK,23,440,3,617,default_value,10
DRINK,23,220,2,617,default_value,11
DRINK,23,300,3,617,default_value,11
MISSING,23,70,2,617,default_value,11
DRINK,23,100,1,617,default_value,11
DRINK,23,220,1,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,150,1,617,default_value,12
DRINK,23,220,2,617,default_value,12
DRINK,23,440,3,617,default_value,11
DRINK,23,450,3,617,default_value,10
DRINK,23,150,2,617,default_value,10
DRINK,23,150,1,617,default_value,10
DRINK,23,160,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,100,2,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,220,1,617,default_value,10
DRINK,23,220,2,617,default_value,10
DRINK,23,220,1,617,default_value,11
